"id"	"gene_symbol"	"terms"	"entrez_id"	"synonyms"	"chromosome"	"map_location"	"description"	"canonical_transcript"	"create_date"	"update_date"
"10320"	"IKZF1"	"IKZF1|CVID13|Hs.54452|IK1|IKAROS|LyF-1|LYF1|PPP1R92|PRO0758|ZNFN1A1"	"10320"	"CVID13|Hs.54452|IK1|IKAROS|LyF-1|LYF1|PPP1R92|PRO0758|ZNFN1A1"	"7"	"7p12.2"	"IKZF1, IKAROS family zinc finger 1, is a zinc finger transcription factor that regulates hematopoietic differentiation and immune system development, and functions as a tumor suppressor (PMID: 24659638, PMID: 22150303). Mutations in IKZF1 are associated with acute lymphoblastic leukemia (PMID: 24659638, PMID: 22150303) and IKZF1 deletions have been observed in pediatric precursor B-cell ALL (PMID: 31076445)."	"NM_006060"	"05/26/2013"	"05/15/2019"
"3717"	"JAK2"	"JAK2|JTK10|THCYT3"	"3717"	"JTK10|THCYT3"	"9"	"9p24.1"	"JAK2, tyrosine-protein kinase JAK2, is a non-receptor protein tyrosine kinase that binds cytokine receptors to activate the interferon-alpha/beta/gamma pathway and is a member of the JAK/STAT signaling pathway (PMID: 15575979, PMID: 30092288). JAK2 mutations are observed in a variety of tumor types, including myeloproliferative neoplasms (PMID: 30074114), lymphoma (PMID: 29984752), leukemia (PMID: 29979407), and cervical cancer (PMID: 30003068)."	"NM_004972"	"05/26/2013"	"10/01/2018"
"3718"	"JAK3"	"JAK3|JAK-3|JAK3_HUMAN|JAKL|L-JAK|LJAK"	"3718"	"JAK-3|JAK3_HUMAN|JAKL|L-JAK|LJAK"	"19"	"19p13.11"	"JAK3, tyrosine-protein kinase JAK3, is a non-receptor protein tyrosine kinase involved in the interferon-alpha/beta/gamma pathway and is a member of the JAK/STAT signaling pathway (PMID: 15575979). JAK3 gain of function mutations are commonly observed in T-cell leukemias and lymphomas (PMID: 30079384, PMID: 30250904, PMID: 28284718)."	"NM_000215"	"05/25/2013"	"09/29/2018"
"7403"	"KDM6A"	"KDM6A|bA386N14.2|KABUK2|UTX"	"7403"	"KABUK2|UTX|bA386N14.2"	"X"	"Xp11.3"	"KDM6A, lysine (K)-specific demethylase 6A, is a Jumonji domain histone demethylase, regulating gene transcription through chromatin remodeling to affect cell growth and differentiation. KDM6A altered expression have been reported in HNSCC and bladder cancers (PMID: 25275298, PMID: 25225064)."	"NM_021140"	"05/22/2013"	"12/07/2017"
"3791"	"KDR"	"KDR|CD309|FLK1|VEGFR|VEGFR2"	"3791"	"CD309|FLK1|VEGFR|VEGFR2"	"4"	"4q12"	"KDR (VEGFR2), vascular endothelial growth factor receptor 2, is an endothelial cell surface receptor tyrosine kinase and member of the vascular endothelial growth factor family of proteins that plays a role in angiogenesis and cell proliferation through activation of RAF-MEK-MAP and PI3K-AKT pathways (PMID: 25568876, PMID: 29093528, PMID: 26578684). KDR amplification and overexpression have been reported in a variety of tumor types (PMID: 21382095, PMID: 27218826, PMID: 25231439, PMID: 20606037) and somatic mutations have been reported in sarcomas and head and neck squamous cell carcinomas (PMID: 22314185, PMID: 11801954)."	"NM_002253"	"05/26/2013"	"11/08/2018"
"3815"	"KIT"	"KIT|C-Kit|CD117|MASTC|PBT|SCFR"	"3815"	"C-Kit|CD117|MASTC|PBT|SCFR"	"4"	"4q12"	"KIT, mast/stem cell growth factor receptor Kit, is a receptor tyrosine kinase that binds the stem cell factor (SCF) ligand to activate PI3K, JAK/STAT, and MAPK pathways to promote cell survival and proliferation (PMID: 23181448, PMID: 29704617). Activating Kit mutations are driver mutations in a variety of cancers, particularly in gastrointestinal stromal tumors (PMID: 23127174, PMID: 29704617), acute myeloid leukemia (AML), melanomas, and seminomas (PMID: 29704617)."	"NM_000222"	"05/25/2013"	"05/17/2019"
"4297"	"KMT2A"	"KMT2A|ALL-1|CXXC7|HRX|HTRX1|MLL|MLL1|MLL1A|TRX1|WDSTS"	"4297"	"ALL-1|CXXC7|HRX|HTRX1|MLL|MLL1|MLL1A|TRX1|WDSTS"	"11"	"11q23.3"	"KMT2A, lysine methyltransferase 2A, also referred to as MLL, is a transcriptional coactivator that epigenetically regulates gene transcription via methylation and is primarily associated with hematopoietic and embyronic development (PMID: 26161385). KMT2A translocations are frequently observed in specific leukemias including acute myeloid, acute lymphoblastic, and mixed lineage (PMID: 17957188)."	"NM_005933"	"05/26/2013"	"12/07/2017"
"5604"	"MAP2K1"	"MAP2K1|CFC3|MAPKK1|MEK1|MKK1|PRKMK1"	"5604"	"CFC3|MAPKK1|MEK1|MKK1|PRKMK1"	"15"	"15q22.31"	"MAP2K1 (MEK1), mitogen-activated protein kinase kinase 1, is a serine-threonine kinase, which activates that RAS-RAF-MEK-ERK pathway in cell proliferation and differentiation (PMID: 22753777). MAP2K1 (MEK1) activating mutations have been identified in a number of solid tumor types including, melanoma (PMID: 29753091), colorectal (PMID: 28819429), lung adenocarcinoma (PMID: 25351745), histiocytic sarcoma (PMID: 29768143), and Map2k1 mutations are often associated with resistance to Mek and Raf inhibition (PMID: 29753091)."	"NM_002755"	"05/25/2013"	"09/11/2018"
"4233"	"MET"	"MET|AUTS9|c-Met|DFNB97|HGFR|RCCP2"	"4233"	"AUTS9|c-Met|DFNB97|HGFR|RCCP2"	"7"	"7q31.2"	"MET (c-MET), hepatocyte growth factor receptor, is a receptor tyrosine kinase, which activates MAPK, PI3K/AKT, SRC, and STAT pathways to promote cell proliferation, invasion and angiogenesis (PMID: 22128285). MET mutations have been identified in a variety of human cancers (PMID: 28603720)."	"NM_000245"	"05/26/2013"	"12/07/2017"
"4292"	"MLH1"	"MLH1|COCA2|FCC2|hMLH1|HNPCC|HNPCC2"	"4292"	"COCA2|FCC2|HNPCC|HNPCC2|hMLH1"	"3"	"3p22.2"	"MLH1, DNA mismatch repair protein Mlh1, is a tumor suppressor (PMID: 30562755) that dimerizes with Pms2 to form a component of the DNA mismatch repair (MMR) system (PMID: 16873062) and is associated with microsatellite instability (MSI) (PMID: 30121009). MLH1 promoter hypermethylation, resulting in Mlh1 deficiency, is frequently associated with sporadic colorectal, gastric, and esophageal cancers (PMID: 23555617, PMID: 21988782, PMID: 28224663, PMID: 28454461), and germline MLH1 mutations are associated with Lynch (Hereditary Nonpolyposis Colorectal Cancer) syndrome (PMID: 15528792)."	"NM_000249"	"05/26/2013"	"12/31/2018"
"4352"	"MPL"	"MPL|C-MPL|CD110|MPLV|THCYT2|THPOR|TPOR"	"4352"	"C-MPL|CD110|MPLV|THCYT2|THPOR|TPOR"	"1"	"1p34.2"	"MPL, thrombopoietin receptor, binds the cytokine, thrombopoietin, to induce signaling of JAK2 and TYK2 to activate several signal transduction pathways to control blood cell development (PMID: 16834459, PMID: 28408900). MPL mutations are often found in myeloproliferative neoplasms (PMID: 27727468)."	"NM_005373"	"05/29/2013"	"02/04/2019"
"2956"	"MSH6"	"MSH6|GTBP|GTMBP|HNPCC5|HSAP|p160"	"2956"	"GTBP|GTMBP|HNPCC5|HSAP|p160"	"2"	"2p16.3"	"MSH6, mutS homolog 6, binds with Msh2 to form the MutS-alpha complex, which functions in initiation of the DNA mismatch repair system (PMID: 23391514) and is associated with microsatellite instability (MSI) (PMID: 30121009). Mutations in MSH6 are associated with susceptibility to colon cancer and endometrial cancer (PMID: 20028993), and germline MSH6 mutations are associated with Lynch (Hereditary Nonpolyposis Colorectal Cancer) syndrome (PMID: 15528792)."	"NM_000179"	"05/26/2013"	"08/19/2018"
"4615"	"MYD88"	"MYD88|MYD88D"	"4615"	"MYD88D"	"3"	"3p22.2"	"MYD88, myeloid differentiation primary response protein, is an adapter protein involved in Toll-like receptor and IL-1 signaling in the immune response, cytokine secretion, and inflammatory response (PMID: 19506249, PMID: 30086464). MYD88 mutations are frequently identified in hematological malignancies (PMID: 25132836, PMID: 29703722), including B-cell non-hodgkin lymphomas (PMID: 30203262)."	"NM_002468"	"05/25/2013"	"09/13/2018"
"4851"	"NOTCH1"	"NOTCH1|AOS5|AOVD1|hN1|TAN1"	"4851"	"AOS5|AOVD1|hN1|TAN1"	"9"	"9q34.3"	"NOTCH1, neurogenic locus notch homolog protein 1, is a transmembrane receptor, which plays a role in cell fate determination, growth, survival (PMID: 25388163) and chemoresistance (PMID: 29998084). Activating Notch1 mutations are common in T-cell lymphoblastic leukemia/lymphoma (PMID: 22006338, PMID: 30103821), chronic lymphocytic leukemia (PMID: 29998084) and amplification and/or overexpression has been observed in bladder (PMID: 29643502), colorectal (PMID: 30136202, PMID: 30043645), and gastric cancers (PMID: 30043645)."	"NM_017617"	"05/26/2013"	"09/27/2018"
"4869"	"NPM1"	"NPM1|B23|NPM"	"4869"	"B23|NPM"	"5"	"5q35.1"	"NPM1, nucleophosmin, is a phosphoprotein that shuttles between the nucleus and cytoplasm, and is involved in several cellular processes including ribosomal processing and export, chromatin remodeling, DNA replication and repair, and cell cycle control (PMID: 29157973, PMID: 23436734). NPM1 is frequently mutated in acute myeloid leukemia (PMID: 29157973, PMID: 23436734, PMID: 30122998, PMID: 29785446)."	"NM_002520"	"05/26/2013"	"09/06/2018"
"4893"	"NRAS"	"NRAS|ALPS4|CMNS|N-ras|NCMS|NRAS1|NS6"	"4893"	"ALPS4|CMNS|N-ras|NCMS|NRAS1|NS6"	"1"	"1p13.2"	"NRAS, NRAS proto-oncogene, GTPase, is a member of the family of small GTPase that when activated by growth factors, stimulates multiple effector pathways such as RAF and PI3K to promote cell proliferation and survival (PMID: 29524560). NRAS mutations have been observed in a variety of cancers including melanoma, thyroid, breast, ovary cancer, and leukemia (PMID: 29524560, PMID: 30154648, PMID: 28860801)."	"NM_002524"	"05/25/2013"	"02/22/2019"
"5156"	"PDGFRA"	"PDGFRA|CD140A|PDGFR-2|PDGFR2"	"5156"	"CD140A|PDGFR-2|PDGFR2"	"4"	"4q12"	"PDGFRA, platelet-derived growth factor receptor alpha, is a receptor tyrosine kinase that activates PI3K/Akt, RAS/MAPK, and JAK/STAT pathways to promote cell proliferation and survival (PMID: 21605429). PDGFRA mutations have been detected in melanoma, AML, peripheral nerve sheath tumors, sarcoma, and neuroendocrine carcinomas (PMID: 23752188, PMID: 20685895), several fusions have also been reported (PMID: 22432087, PMID: 26276769), and amplification has been observed in glioblastoma (PMID: 23438035)."	"NM_006206"	"05/26/2013"	"04/10/2019"
"84295"	"PHF6"	"PHF6|BFLS|BORJ|CENP-31"	"84295"	"BFLS|BORJ|CENP-31"	"X"	"Xq26.2"	"PHF6, PHD finger protein 6, is involved in chromatin organization, interacts with several factors that regulate transcription, and plays a role in cell-cycle regulation via suppression of ribosomal RNA transcription (PMID: 23229552, PMID: 28607179, PMID: 26103525). PHF6 inactivating mutations have been observed in T-cell acute lymphoblastic leukemia and acute myeloid leukemia (PMID: 20228800, PMID: 21030981, PMID: 26103525)."	"NM_001015877"	"05/22/2013"	"02/26/2018"
"5290"	"PIK3CA"	"PIK3CA|CLAPO|CLOVE|CWS5|MCAP|MCM|MCMTC|p110-alpha|PI3K|PI3K-alpha"	"5290"	"CLAPO|CLOVE|CWS5|MCAP|MCM|MCMTC|p110-alpha|PI3K|PI3K-alpha"	"3"	"3q26.32"	"PIK3CA, phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform, activates AKT/mTOR signaling to promote cell proliferation (PMID: 23411347). PIK3CA activating mutations have been identified in a number of tumor types such as breast cancer, colon cancer, endometrial cancer, glioblastoma, skin cancer, and ovarian cancer (PMID: 20535651)."	"NM_006218"	"05/26/2013"	"10/18/2018"
"5728"	"PTEN"	"PTEN|10q23del|BZS|CWS1|DEC|GLM2|MHAM|MMAC1|PTEN1|PTENbeta|TEP1"	"5728"	"10q23del|BZS|CWS1|DEC|GLM2|MHAM|MMAC1|PTEN1|PTENbeta|TEP1"	"10"	"10q23.31"	"PTEN, phosphatidylinositol 3,4,5-trisphosphate 3-phosphatase and dual-specificity protein phosphatase PTEN, is a tumor suppressor (PMID: 30562755) with roles in the cell cycle, growth, DNA repair, cell survival and regulation of the Akt-mTOR pathway (PMID: 24656806, PMID: 30145641). PTEN germline mutations are common in Cowden syndrome (PMID: 30562755) and PTEN somatic alterations resulting in loss of function have been found in many types of cancer including, but not limited to endometrial (PMID: 30142194), melanoma (PMID: 30148988), and prostate (PMID: 18767981, PMID: 30153654)."	"NM_000314"	"05/26/2013"	"12/31/2018"
"5781"	"PTPN11"	"PTPN11|BPTP3|CFC|JMML|METCDS|NS1|PTP-1D|PTP2C|SH-PTP2|SH-PTP3|SHP2"	"5781"	"BPTP3|CFC|JMML|METCDS|NS1|PTP-1D|PTP2C|SH-PTP2|SH-PTP3|SHP2"	"12"	"12q24.13"	"PTPN11, tyrosine-protein phosphatase non-receptor type 11, is a member of the PTP Src homology-2 (SH2) domain-containing phosphatases that induces the MAPK signal transduction pathway to regulate growth factor signaling and has been characterized as both an oncogene and tumor suppressor (PMID: 20337577, PMID: 28074573). PTPN11 activating mutations have been identified in a variety of tumors including, lung, colon, brain, thyroid, skin and heme (PMID: 18286234, PMID: 21407260) and germline mutations are implicated in Noonan syndrome (PMID: 28328117)."	"NM_001330437"	"05/25/2013"	"10/02/2018"
"5885"	"RAD21"	"RAD21|CDLS4|hHR21|HR21|HRAD21|MCD1|MGS|NXP1|SCC1"	"5885"	"CDLS4|hHR21|HR21|HRAD21|MCD1|MGS|NXP1|SCC1"	"8"	"8q24.11"	"RAD21, RAD21 cohesin complex component, is a double-strand-break repair protein and member of the cohesion complex, which is responsible for maintaining sister chromatid segregation during the S-phase of the mitotic cycle (PMID: 22145905). Amplification and overexpression of Rad21 has been observed in several cancer types including breast, prostate, colorectal (PMID: 21255398, PMID: 24548858), and mutations have been identified in acute myeloid leukemia (PMID: 29288251)."	"NM_006265"	"05/25/2013"	"02/22/2019"
"5925"	"RB1"	"RB1|OSRC|p105-Rb|pp110|PPP1R130|pRb|RB"	"5925"	"OSRC|p105-Rb|pp110|PPP1R130|pRb|RB"	"13"	"13q14.2"	"RB1, retinoblastoma-associated protein, is a key negative regulator of the G1 to S transition during cell division (PMID: 15084261) and also plays a role in cell differentiation, survival, senescence, epigenetic regulation, and genome stability (PMID: 21295686, PMID: 23359405, PMID: 22293180). Inactivation of Rb1 and loss of Rb1 tumor suppressor function has been identified in many early stage cancers (PMID: 26160835)."	"NM_000321"	"05/29/2013"	"05/30/2019"
"5979"	"RET"	"RET|CDHF12|CDHR16|HSCR1|MEN2A|MEN2B|MTC1|PTC|RET-ELE1"	"5979"	"CDHF12|CDHR16|HSCR1|MEN2A|MEN2B|MTC1|PTC|RET-ELE1"	"10"	"10q11.21"	"RET, ret proto-oncogene, is a receptor tyrosine kinase that activates MAPK and PI3K/AKT pathways and regulates cell growth and differentiation (PMID: 24561444, PMID: 29134959). RET germline mutations result in MEN2 syndromes and familial medullary thyroid carcinoma (PMID: 20930041, PMID: 24561444) and somatic RET activating mutations, fusions, and Ret overexpression has been associated with a variety of cancers including lung (PMID: 30257958) and colorectal (PMID: 30210625, PMID: 30038711)."	"NM_020975"	"05/25/2013"	"10/08/2018"
"6098"	"ROS1"	"ROS1|c-ros-1|MCF3|ROS"	"6098"	"MCF3|ROS|c-ros-1"	"6"	"6q22.1"	"ROS1, ROS proto-oncogene 1, receptor tyrosine kinase, is an orphan receptor tyrosine kinase that may activates multiple pathways involved in cell survival and transformation (PMID: 23719267). ROS1 fusion proteins frequently lead to constitutive activation of Ros1 signaling and have been identified in glioblastoma, non-small cell lung cancer, cholangiocarcinoma, ovarian cancer, gastric adenocarcinoma, colorectal cancer, inflammatory myofibroblastic tumor, angiosarcoma, glioma, and epithelioid hemangioendothelioma (PMID: 23719267, PMID: 30262706, PMID: 30171048, PMID: 3004937)."	"NM_002944"	"05/19/2013"	"10/08/2018"
"861"	"RUNX1"	"RUNX1|AML1|AML1-EVI-1|AMLCR1|CBF2alpha|CBFA2|EVI-1|PEBP2aB|PEBP2alpha"	"861"	"AML1|AML1-EVI-1|AMLCR1|CBF2alpha|CBFA2|EVI-1|PEBP2aB|PEBP2alpha"	"21"	"21q22.12"	"RUNX1, runt-related transcription factor 1, is a transcription factor that binds to core binding factor beta (CBFB) and plays a role in hematopoiesis (PMID: 22150309, PMID: 23180629). RUNX1 mutations and translocations have been implicated in several hematologic cancers (PMID: 22150309, PMID: 30289875)."	"NM_001001890"	"05/25/2013"	"10/08/2018"
"26040"	"SETBP1"	"SETBP1|MRD29|SEB"	"26040"	"MRD29|SEB"	"18"	"18q12.3"	"SETBP1, SET-binding protein, is part of a multiprotein epigenetic complex, which regulates target genes including MECOM (PMID: 29875417) and the tumor suppressor protein phosphatase type 2a (PP2A) (PMID: 11231286). Overexpression and gain of function mutations in Setbp1 have been linked to a variety of myeloproliferative diseases with worse clinical outcomes (PMID: 23892662, PMID: 28447248) and loss of function mutations have been reported in leukemia (PMID: 29875417)."	"NM_015559"	"05/22/2013"	"09/06/2018"
"23451"	"SF3B1"	"SF3B1|Hsh155|MDS|PRP10|PRPF10|SAP155|SF3b155"	"23451"	"Hsh155|MDS|PRP10|PRPF10|SAP155|SF3b155"	"2"	"2q33.1"	"SF3B1, splicing factor 3b, subunit 1, is a core member of the U2 small nuclear ribonucleoprotein complex of the spliceosome which mediates the splicing of genes involved in myelodysplastic syndrome (MDS) pathogenesis (PMID: 25510282, PMID: 26842708). Mutations in SF3B1 are frequent in MDS and have also been identified in chronic lymphocytic leukemia and melanoma (PMID: 24709888, PMID: 25510282, PMID: 26842708)."	"NM_012433"	"05/05/2013"	"02/21/2018"
"4089"	"SMAD4"	"SMAD4|DPC4|JIP|MADH4|MYHRS"	"4089"	"DPC4|JIP|MADH4|MYHRS"	"18"	"18q21.2"	"SMAD4, mothers against decapentaplegic homolog 4, is a tumor suppressor (PMID: 30562755) that translocates to the nucleus upon TGF-beta signaling to form a protein complex that regulates gene transcription and cell growth (PMID: 28452926). SMAD4 germline mutations are associated with juvenile polyposis syndrome (PMID: 18559331) and Smad4 loss of function or inactivation is common in prostate, colorectal (PMID: 29720405), and pancreatic cancer, which may be a marker for poor prognosis (PMID: 28067794)."	"NM_005359"	"05/25/2013"	"12/31/2018"
"6598"	"SMARCB1"	"SMARCB1|BAF47|CSS3|hSNFS|INI1|MRD15|PPP1R144|RDT|RTPS1|Sfh1p|SNF5|SNF5L1|Snr1|SWNTS1"	"6598"	"BAF47|CSS3|hSNFS|INI1|MRD15|PPP1R144|RDT|RTPS1|Sfh1p|SNF5|SNF5L1|Snr1|SWNTS1"	"22"	"22q11"	"SMARCB1, SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily b, member 1, is a member of the SWI/SNF chromatin remodeling complex and regulates transcription of several genes involved in cell proliferation (PMID: 23095836). Smarcb1 inactivation through loss is characteristic of atypical teratoid/rhabdoid tumors (PMID: 23095836), schwannomas (PMID: 28368924, PMID: 28824165), and sinonasal carcinomas (PMID: 29797680)."	"NM_003073"	"05/29/2013"	"10/08/2018"
"9126"	"SMC3"	"SMC3|BAM|BMH|CDLS3|CSPG6|HCAP|SMC3L1"	"9126"	"BAM|BMH|CDLS3|CSPG6|HCAP|SMC3L1"	"10"	"10q25.2"	"SMC3, structural maintenance of chromosomes 3, is a component of the cohesin complex, which functions in cohesion of sister chromatids during mitosis (PMID: 24856830, PMID: 23776448, PMID: 29187575). SMC3 mutations have been identified in chronic myeloid neoplasms (PMID: 30138727) as well as several additional hematological and solid tumor types (PMID: 24335498, PMID: 24856830, PMID: 23955599)."	"NM_005445"	"05/26/2013"	"08/25/2018"
"6608"	"SMO"	"SMO|CRJS|FZD11|Gx|SMOH"	"6608"	"CRJS|FZD11|Gx|SMOH"	"7"	"7q32.1"	"SMO, smoothened, frizzled class receptor, is a G-protein coupled receptor and member of the Hedgehog signaling pathway, which is involved in cell fate, proliferation, and survival (PMID: 16881963). SMO gain-of-function mutations are associated with basal cell carcinoma (PMID: 25085664) and several missense mutations are associated with resistance to Hedgehog pathway inhibitors (PMID: 29175550, PMID: 25306392)."	"NM_005631"	"05/25/2013"	"10/08/2018"
"6714"	"SRC"	"SRC|ASV|c-SRC|p60-Src|SRC1|THC6"	"6714"	"ASV|c-SRC|p60-Src|SRC1|THC6"	"20"	"20q11.23"	"SRC, SRC proto-oncogene, non-receptor tyrosine kinase, is a member of mutliple signaling pathways, playing a role in a variety of cellular processes including proliferation, differentiation, survival, motility, and angiogenesis (PMID: 19581523). Activation and/or overexpression of SRC has been observed in many cancers (PMID: 24788409), and SRC activating mutations, although rare, have been identified in colon cancer (PMID: 9988270, PMID: 19581523)."	"NM_198291"	"05/25/2013"	"03/05/2018"
"6427"	"SRSF2"	"SRSF2|PR264|SC-35|SC35|SFRS2|SFRS2A|SRp30b"	"6427"	"PR264|SC-35|SC35|SFRS2|SFRS2A|SRp30b"	"17"	"17q25.1"	"SRSF2, serine and arginine rich splicing factor 2, functions in exon recognition as part of the spiceosome protein complex during pre-mRNA splicing, therefore regulates the expression of EZH2 and other genes involved in cell survival (PMID: 28986033). SRSFR2 mutations that disrupt mRNA splicing (PMID: 29858584) have been identified in myelodysplastic syndrome and other myeloid malignancies (PMID: 24523246, PMID: 25510282, PMID: 30275952)."	"NM_001195427"	"05/25/2013"	"02/22/2019"
"10735"	"STAG2"	"STAG2|bA517O1.1|NEDXCF|SA-2|SA2|SCC3B"	"10735"	"bA517O1.1|NEDXCF|SA-2|SA2|SCC3B"	"X"	"Xq25"	"STAG2, cohesin subunit SA-2, functions as part of the cohesin complex to regulate spindle formation and sister chromatid association in  mitosis (PMID: 12034751, PMID: 24854081, PMID: 29175904). Somatic STAG2 mutations have been reported in glioblastoma, Ewing's sarcoma, bladder cancer, and melanoma, and loss of Stag2 expression has been demonstrated in a variety of other tumor types, including bladder cancer (PMID: 22668012, PMID: 28627627, PMID: 27207471, PMID: 29954776)."	"NM_001282418"	"05/18/2013"	"04/10/2019"
"6794"	"STK11"	"STK11|hLKB1|LKB1|PJS"	"6794"	"LKB1|PJS|hLKB1"	"19"	"19p13.3"	"STK11, serine/threonine kinase 11, is a tumor suppressor (PMID: 30562755) involved in cell metabolism, growth, polarity, and tumor suppression through the regulation of AMPK family members (PMID: 26398719). STK11 germline mutations are common in Peutz-Jeghers syndrome and somatic STK11 mutations have been identified in melanoma, lung, pancreatic, cervical, and endometrial cancers (PMID: 26877140, PMID: 29191602) and are often associated with resistance to immune checkpoint blockcade (PMID: 30626603)."	"NM_000455"	"05/25/2013"	"04/01/2019"
"54790"	"TET2"	"TET2|KIAA1546|MDS"	"54790"	"KIAA1546|MDS"	"4"	"4q24"	"TET2, methylcytosine dioxygenase TET2, is a member of the ten-eleven-translocation family of genes that plays a role in DNA methylation and is involved in hematopoesis (PMID: 26099018, PMID: 25510268, PMID: 27848178). TET2 has been identified as a tumor suppressor in hematological malignancies, and mutations in TET2 are common in hematological cancers including myelodysplastic syndrome, chronic myelomoncytic leukemia, and atypical CML (PMID: 26099018, PMID: 22240200, PMID: 30138727) and epigenetic dysregulation has been observed in glioblastoma (PMID: 29899831)."	"NM_001127208"	"05/05/2013"	"10/08/2018"
"7157"	"TP53"	"TP53|BCC7|BMFS5|LFS1|P53|TRP53"	"7157"	"BCC7|BMFS5|LFS1|P53|TRP53"	"17"	"17p13.1"	"TP53, cellular tumor antigen p53, is a tumor suppressor (PMID: 30562755) involved in cell cycle arrest and apoptosis, and is the most frequently mutated gene in cancer (PMID: 10065147, PMID: 22713868). TP53 germline mutations are common in Li-Fraumeni syndrome (PMID: 30239254) and somatic missense mutations are frequent in almost all cancer types cancers (PMID: 30224644) and are also implicated  in chemoresistance (PMID: 9927204, PMID: 24065105, PMID: 27066457)."	"NM_000546"	"05/26/2013"	"12/31/2018"
"7307"	"U2AF1"	"U2AF1|FP793|RN|RNU2AF1|U2AF35|U2AFBP"	"7307"	"FP793|RN|RNU2AF1|U2AF35|U2AFBP"	"21"	"21q22.3"	"U2AF1, U2 small nuclear RNA auxiliary factor 1, is a 35 kDa subunit splicing factor, that functions in 3' splice site recognition to regulate expression of genes involved in hematological and solid tumor development (PMID: 2963698, PMID: 28986033). U2AF1 is frequently mutated in myelodysplatic syndrome (MDS), chronic myelomonocytic leukemia, atypical CML, acute myeloid leukemia, and lung adenocarcinoma (PMID: 23645565, PMID: 22678168, PMID: 24498085, PMID: 30138727, PMID: 29991672)."	"NM_006758"	"05/18/2013"	"02/22/2019"
"999999999"	"Unknown"	"Unknown"	""	""	""	""	"Unknown gene is used in combination with unknown variant (Unknown, Unknown) to connect evidence to therapies and tumor types when a specific gene variant has not been identified in the cited literature."	""	"01/30/2014"	""
"7428"	"VHL"	"VHL|HRCA1|pVHL|RCA1|VHL1"	"7428"	"HRCA1|RCA1|VHL1|pVHL"	"3"	"3p25.3"	"VHL, von Hippel-Lindau tumor suppressor, is part of an E3 ubiquitin protein ligase complex, which promotes degradation of HIF-alpha and other protein targets required for cellular growth and angiogenesis (PMID: 24583008, PMID: 30194449). VHL contributes to von Hippel-Lindau disease (PMID: 30194449, PMID: 30006056) and sporadic tumors, including clear cell renal carcinoma (PMID: 24583008, PMID: 30149673)."	"NM_000551"	"05/26/2013"	"10/08/2018"
"8233"	"ZRSR2"	"ZRSR2|U2AF1-RS2|U2AF1L2|U2AF1RS2|URP|ZC3H22"	"8233"	"U2AF1-RS2|U2AF1L2|U2AF1RS2|URP|ZC3H22"	"X"	"Xp22.2"	"ZRSR2, zinc finger CCCH-type, RNA binding motif and serine/arginine rich 2, is a component of the splicesome that functions in 3' splice site recognition, therefore regulates expression of E2F transcription factors and genes in the Mapk/Erk pathways (PMID: 21041408, PMID: 25586593). ZRSR2 mutations are associated with myelodysplastic syndromes and acute myeloid leukemia, particularly in males (PMID: 21909114, PMID: 26769228)."	"NM_005089"	"05/14/2013"	"02/21/2018"
